title,subtitle,images,main_text,words_count
Аннотация,,[],"Название секции: Аннотация | Текст секции: Настоящее руководство пользователя распространяется на систему управления безопасностью конфигураций ПО (далее – КК), предназначенную для проведения аудита конфигураций встроенного, системного и прикладного программного обеспечения на соответствие лучшим практикам, внутренним стандартам и требованиям регуляторов, а также для решения задачи приведения конфигураций встроенного, системного и прикладного программного обеспечения в соответствие требуемым стандартам. В данном руководстве приведена информация для эксплуатации системы и описание ее функциональных возможностей. Документ предназначен для всех пользователей системы.",75
Работа в системе,Аудит конфигурации ПО,"[[{'path': 'data/extracted_images\\image_45.png', 'description': 'Рисунок 45. Информация об области аудита'}], [{'path': 'data/extracted_images\\image_46.png', 'description': 'Рисунок 46. Дополнительные действия с областью аудита'}]]","Название секции: Работа в системе / Аудит конфигурации ПО |  Текст секции: Аудит безопасности конфигурации ПО – процедура выявления несоответствий между набором требований и конфигурацией ПО. Для проведения аудита конфигурации требуется создать область аудита – набор профилей и ресурсов, для которых запускаются задачи на аудит. Область аудита содержит следующую информацию (Рисунок 45): наименование; дату и время последнего редактирования; дату и время последнего запуска; список задач. Задачи на аудит состоят из подзадач – наборов проверок экземпляров ПО на соответствие требованиям в заданных профилях. Проверка выполняется для конкретного требования и состоит из следующих шагов: сбор конфигурации – процедура получения конфигурационных параметров для конкретного экземпляра ПО; анализ конфигурации – процедура оценки конфигурации на основе ее собранных параметров. В результате завершения подзадачи формируется протокол, в результате завершения задачи – отчет. Для проведения аудита и управления связанными с ним сущностями требуется выбрать пункт «Аудиты» в меню на странице системы. / Аудит конфигурации ПО - Создание области аудита |   Текст секции: Создание области аудита осуществляется на странице «Аудиты» следующими способами: на базе профилей; на базе ресурсов. Для создания области аудита на базе профилей: Нажмите кнопку «+» над списком областей и дождитесь всплытия окна создания области. Введите наименование области аудита. Отметьте пункт «Профилей». Нажмите кнопку «Далее». Отметьте профили, на основании которых требуется провести аудит, в списке профилей. Нажмите кнопку «Далее». Отметьте ресурсы, которые применимы к выбранным профилям, в списке ресурсов. Нажмите кнопку «Сохранить». Убедитесь, что области аудита появилась в списке областей. Для создания области аудита на базе ресурсов: Нажмите кнопку «+» над списком областей и дождитесь всплытия окна создания области. Введите наименование области аудита. Отметьте пункт «Ресурсов». Нажмите кнопку «Далее». Отметьте ресурсы, на основании которых требуется провести аудит, в списке ресурсов. Нажмите кнопку «Далее». Отметьте профили, которые применимы к выбранным ресурсам, в списке профилей. Нажмите кнопку «Сохранить». Убедитесь, что области аудита появилась в списке областей. / Аудит конфигурации ПО - Редактирование области аудита |   Текст секции: В области аудита можно изменить список применимых профилей или ресурсов. Редактирование области аудита осуществляется на странице «Аудиты». Для редактирования области аудита на базе профилей: Нажмите отмеченную кнопку (Рисунок 46) справа в строке с наименованием области аудита, которую требуется отредактировать. Нажмите кнопку «Редактировать». Отметьте ресурсы, которые требуется добавить в область. Удалите отметки с ресурсов, которые требуется удалить из области. Нажмите кнопку «Сохранить». Для редактирования области аудита на базе ресурсов: Нажмите отмеченную кнопку (Рисунок 46) справа в строке с наименованием области аудита, которую требуется отредактировать. Нажмите кнопку «Редактировать». Отметьте профили, которые требуется добавить в область. Удалите отметки с профилей, которые требуется удалить из области. Нажмите кнопку «Сохранить». / Аудит конфигурации ПО - Удаление области аудита |   Текст секции: При удалении области аудита удаляются отчеты по завершенным задачам в данной области. Удаление области аудита осуществляется на странице «Аудиты». Для удаления области аудита: Нажмите отмеченную кнопку (Рисунок 46) справа в строке с наименованием области аудита, которую требуется удалить. Нажмите кнопку «Удалить». Подтвердите удаление во всплывшем окне. Убедитесь, что область аудита исчезла из списка областей.",479
Работа в системе,Аудит конфигурации ПО,"[[{'path': 'data/extracted_images\\image_47.png', 'description': 'Рисунок 47. Информация о задачах'}]]","Название секции: Работа в системе / Аудит конфигурации ПО - Задачи на аудит |   Текст секции: Задача – набор подзадач, которые отражают каждый конкретный аудит согласно области аудита. Карточка задачи содержит следующую информацию (Рисунок 47): номер задачи; статус задачи; область аудита, в которой запускается задача; инициатор запуска задачи; дата и время последнего запуска задачи; дата и время изменения статуса задачи; количество подзадач; итоговый балл; список подзадач; отчет о задаче, если задача имеет статус «Завершена». Задача и подзадача могут иметь следующие статусы: «Выполняется» – означает, что в данный момент задача выполняется; «В очереди» – означает, что задача в очереди на выполнение; «Отменена» – означает, что выполнение задачи отменено пользователем; «Ошибка» – означает, что при выполнении задач возникла ошибка; «Завершена» – означает, что все проверки выполнены, сформирован протокол аудита. Задачи автоматически создаются в области аудита, их можно запускать и отменять. Управление задачами осуществляется на странице «Аудиты». Для просмотра карточки задачи требуется нажать на неё в списке задач области аудита. / Аудит конфигурации ПО - Запуск задачи |   Текст секции: Запуск задачи осуществляется следующими способами: из списка областей аудита (данный способ запустит выполнение всех задач в области аудита); из карточки задачи. Для запуска задачи из списка областей аудита: Выберите область аудита, в которой требуется запустить задачи, в списке областей. Нажмите кнопку «Запустить» справа в строке области аудита. Убедитесь, что у задачи появился статус «Выполняется». Для запуска задачи из карточки задачи: Выберите область аудита, в которой требуется запустить задачу, в списке областей. Нажмите на задачу, которую требуется запустить, в списке задач области. Нажмите кнопку «Запустить» справа в строке с информацией о задаче. Убедитесь, что у задачи появился статус «Выполняется». / Аудит конфигурации ПО - Отмена задачи |   Текст секции: Отмена задачи осуществляется следующими способами: из списка областей аудита (данный способ отменит выполнение всех задач в области аудита); из карточки задачи. Для отмены задачи из списка областей аудита: Выберите область аудита, в которой требуется отменить задачи, в списке областей. Нажмите кнопку «Отменить» справа в строке области аудита. Убедитесь, что у задачи появился статус «Отменена». Для отмены задачи из карточки задачи: Выберите область аудита, в которой требуется запустить задачу, в списке областей. Нажмите на задачу, которую требуется запустить, в списке задач области. Нажмите кнопку «Отменить» справа в строке с информацией о задаче. Подтвердите удаление задачи во всплывшем окне. Убедитесь, что у задачи появился статус «Отменена».",379
Работа в системе,Аудит конфигурации ПО,"[[{'path': 'data/extracted_images\\image_48.png', 'description': 'Рисунок 48. Содержание отчета аудита'}], [{'path': 'data/extracted_images\\image_49.png', 'description': 'Рисунок 49. Содержание протокола аудита'}, {'path': 'data/extracted_images\\image_50.png', 'description': 'Рисунок 50. Включение древовидной структуры отображения'}, {'path': 'data/extracted_images\\image_51.png', 'description': 'Рисунок 51. Включение отображения списком'}, {'path': 'data/extracted_images\\image_52.png', 'description': 'Рисунок 52. Включение фильтрации требований'}], [{'path': 'data/extracted_images\\image_53.png', 'description': 'Рисунок 53. Завершение сбора конфигурации'}, {'path': 'data/extracted_images\\image_54.png', 'description': 'Рисунок 54. Указание результата сбора конфигурации'}, {'path': 'data/extracted_images\\image_55.png', 'description': 'Рисунок 55. Завершение анализа конфигурации'}, {'path': 'data/extracted_images\\image_56.png', 'description': 'Рисунок 56. Указание результата анализа конфигурации'}]]","Название секции: Работа в системе / Аудит конфигурации ПО - Просмотр отчета аудита |   Текст секции: Отчет фиксирует результаты завершения задачи на аудит. Отчет содержит следующую информацию (Рисунок 48): дату формирования отчета; список подзадач с указанием общего балла по результатам проверки; список проверок в подзадаче с указанием статусов протоколов и балла; статистику по протоколам с индикацией по количеству баллов. Отчеты можно просматривать и скачивать. Просмотр отчета осуществляется в карточке задачи из области аудита на странице «Аудиты». Для просмотра отчета: Убедитесь, что задача, отчет которой требуется просмотреть, имеет статус «Завершена». Нажмите на вкладку «Отчёт». Отображение подзадач в отчете можно изменить, выбрав группировку по профилям или по ресурсам. Для группировки нажмите кнопку «Ресурсу» или «Профилю». Для сброса группировки нажмите кнопку «Очистить». Для скачивания отчета: Убедитесь, что задача, отчет которой требуется скачать, имеет статус «Завершена». Нажмите на вкладку «Отчёт». Нажмите кнопку «Скачать». Дождитесь скачивания отчета. / Аудит конфигурации ПО - Просмотр протокола аудита |   Текст секции: Протокол фиксирует результаты проведенного аудита экземпляра ПО. Протокол аудита содержит следующую информацию (Рисунок 49): наименование протокола; общую оценку по результатам аудита; статус протокола; дату создания протокола; дату завершения протокола; статистику проверки; список проверяемых требований; наименование профиля и экземпляра ПО; применимость; IP-адрес, номер порта и наименование ресурса. Протокол может иметь следующие статусы: «В работе» – означает, что в протоколе есть требования, требующие ручного действия; «Завершен» – означает, что все проверки завершены. Протоколы можно просматривать, менять в нем отображения требований, завершать и выгружать скрипты сбора и анализа конфигурации. Работа с протоколом осуществляется в карточке задачи из области аудита на странице «Аудиты». Для просмотра протокола: Убедитесь, что подзадача, протокол которой требуется просмотреть, имеет статус «Завершена». Нажмите кнопку «Протокол» в строке подзадачи, протокол которой требуется посмотреть. Статистика проверок аудита отображает количество проверок с индикацией в зависимости от статуса. Для каждого статуса проверок на диаграмме статистики указано числовое значение их количества с индикацией цветом: Протокол содержит список требований, каждое из которых может иметь следующую индикацию в зависимости от статуса: Требования можно отображать двумя способами: древовидной структурой – с разделами; списком – без разделов. Для смены отображения на древовидное нажмите отмеченную кнопку (Рисунок 50) над требованиями. При древовидном отображении можно раскрывать и скрывать все разделы с требованиями соответствующими кнопками. Для смены отображения на отображение списком нажмите отмеченную кнопку (Рисунок 51) над требованиями. Требования можно фильтровать по статусу проверки. Для фильтрации требований: Нажмите отмеченную кнопку (Рисунок 52)  над требованиями. Отметьте необходимые фильтры во всплывшем окне. Нажмите кнопку «Применить». Для сброса фильтрации требований: Нажмите отмеченную кнопку (Рисунок 52) над требованиями. Нажмите кнопку «Сбросить» во всплывшем окне. / Аудит конфигурации ПО - Завершение протокола аудита |   Текст секции: Завершение протокола – выполнение необходимых ручных действий для требований с отметками: Завершение сбора конфигурации возможно только при наличии результата сбора. Для завершения сбора: Выберите требование с соответствующей отметкой из списка требований. Перейдите на вкладку «Сбор конфигурации». Нажмите отмеченную кнопку (Рисунок 53) для указания результата сбора. Выберите результат сбора (Рисунок 54). Если результатом является текст, то введите строку, которая должна быть результатом сбора. Если результатом является пустая строка, убедитесь, что она указана в качестве результата. Нажмите кнопку «Сохранить». Нажмите кнопку «Завершить сбор». Убедитесь, что отметка о необходимости завершит сбор конфигурации исчезла у требования. Для завершения анализа конфигурации: Выберите требование с соответствующей отметкой из списка требований. Перейдите на вкладку «Анализ конфигурации». Нажмите отмеченную кнопку (Рисунок 55) для указания результата анализа. Выберите результат анализа (Рисунок 56). Нажмите кнопку «Сохранить». Нажмите кнопку «Завершить анализ». Убедитесь, что отметка о необходимости завершить анализ конфигурации исчезла у требования.",563
Работа в системе,Управление профилями,"[[{'path': 'data/extracted_images\\image_16.png', 'description': 'Рисунок 16. Информация о профиле'}], [{'path': 'data/extracted_images\\image_17.png', 'description': 'Рисунок 17. Создание профиля'}], [{'path': 'data/extracted_images\\image_26.png', 'description': 'Рисунок 26. Удаление профиля из списка профилей'}, {'path': 'data/extracted_images\\image_27.png', 'description': 'Рисунок 27. Удаление профиля из карточки'}]]","Название секции: Работа в системе / Управление профилями |  Текст секции: Профиль проверки – набор требований безопасности, предназначенный для проверки модели ПО при проведении аудита. Система содержит следующую информацию о профилях (Рисунок 16): наименование профиля; применимость; статус; дата последнего изменения. Статус профиля может быть следующим: «Черновик» – устанавливается автоматически при создании профиля и означает, что профиль требует заполнения требованиями; «Активный» – означает, что профиль может использоваться в аудите экземпляров ПО; «Архивный» – означает, что профиль не используется в аудите экземпляров ПО. С профилями можно осуществлять следующие действия: создавать; копировать; редактировать свойства; редактировать требования; менять статус; удалять. Для управления профилями требуется выбрать пункт «Профили» в меню на странице системы. / Управление профилями - Создание профиля из списка профилей |   Текст секции: Для создания профиля из списка профилей: Нажмите кнопку «+ Профиль» справа над списком профилей. Дождитесь всплытия окна создания профиля (Рисунок 17). Введите уникальное наименование профиля. Убедитесь, что в качестве источника набора требований выбран пункт «Не задан», чтобы созданный профиль не содержал требования. Нажмите кнопку «Сохранить». Убедитесь, что созданный профиль появился в списке профилей. / Управление профилями - Удаление профиля |   Текст секции: Удаление профиля возможно только для профиля со статусом «Черновик». Удаление профиля можно выполнить двумя способами: через список профилей; через карточку профиля. Для удаления профиля через список профилей: Найдите профиль, который требуется удалить, в списке профилей. Нажмите отмеченную кнопку (Рисунок 26) в строке профиля. Подтвердите удаление во всплывшем окне. Убедитесь, что профиль исчез из списка профилей. Для удаления профиля через карточку профиля: Нажмите отмеченную кнопку (Рисунок 27) в правом верхнем углу карточки профиля. Подтвердите удаление во всплывшем окне. Убедитесь, что профиль исчез из списка профилей.",266
Работа в системе,Управление профилями,"[[{'path': 'data/extracted_images\\image_18.png', 'description': 'Рисунок 18. Копирование профиля через список'}, {'path': 'data/extracted_images\\image_19.png', 'description': 'Рисунок 19. Копирование профиля через карточку'}], [{'path': 'data/extracted_images\\image_20.png', 'description': 'Рисунок 20. Создание профиля на базе шаблона'}], [{'path': 'data/extracted_images\\image_21.png', 'description': 'Рисунок 21. Переименование профиля'}]]","Название секции: Работа в системе / Управление профилями - Копирование профиля |   Текст секции: Копирование профиля можно выполнить двумя способами: через список профилей; через карточку профиля. Для копирования профиля через список профилей: Наведите курсор на профиль, который требуется скопировать, в списке профилей. Нажмите отмеченную кнопку (Рисунок 18) в строке профиля. Дождитесь всплытия окна создания копии профиля. Измените наименование профиля, если требуется. Нажмите кнопку «Сохранить». Убедитесь, что скопированный профиль появился в списке профилей. Для копирования профиля через карточку профиля: Нажмите на профиль, который требуется скопировать, в списке профилей. Нажмите отмеченную кнопку (Рисунок 19) в правом верхнем углу карточки профиля. Дождитесь всплытия окна создания копии профиля. Измените наименование профиля, если требуется. Нажмите кнопку «Сохранить». Убедитесь, что скопированный профиль появился в списке профилей. / Управление профилями - Создание профиля через перечень шаблонов |   Текст секции: Для создания профиля через перечень шаблонов: Перейдите на страницу «Шаблоны». Наведите курсор на шаблон, на основе которого требуется создать профиль. Нажмите кнопку «Создать профиль» в строке шаблона. Дождитесь всплытия окна создания профиля на базе шаблона (Рисунок 20). Выберите версию шаблона, на основе которой требуется создать профиль. Введите уникальное наименование профиля, если требуется. Нажмите кнопку «Сохранить». Перейдите на страницу «Профили». Убедитесь, что созданный профиль появился в списке профилей. / Управление профилями - Редактирование требований профиля |   Текст секции: Управление требованиями осуществляется внутри конкретного профиля проверки. Для редактирования требований в профиле нажмите на наименование профиля, который требуется отредактировать, в списке профилей. Управление требованиями описано в п. 2.9. / Управление профилями - Переименование профиля |   Текст секции: Для переименования профиля: Нажмите на профиль, который требуется переименовать, в списке профилей. Нажмите отмеченную кнопку (Рисунок 21) рядом с названием профиля. Введите новое уникальное наименование профиля. Убедитесь, что профиль содержит новое наименование.",278
Работа в системе,Управление профилями,"[[{'path': 'data/extracted_images\\image_22.png', 'description': 'Рисунок 22. Смена применимости профиля'}, {'path': 'data/extracted_images\\image_23.png', 'description': 'Рисунок 23. Удаление применимости'}], [{'path': 'data/extracted_images\\image_24.png', 'description': 'Рисунок 24. Архивация профиля через список профилей'}, {'path': 'data/extracted_images\\image_25.png', 'description': 'Рисунок 25. Дополнительные действия с профилем'}]]","Название секции: Работа в системе / Управление профилями - Смена применимости профиля |   Текст секции: Применимость профиля задается на основе созданной иерархии моделей ПО (см. п. 2.5). Применимости можно добавлять и удалять. Для добавления применимости: Нажмите на наименование профиля, которому требуется добавить применимость, в списке профилей. Нажмите отмеченную кнопку (Рисунок 22) рядом с выпадающим списком. Дождитесь появления окна управления применимостью. Зажмите левую кнопку мыши на модели ПО, применимость которой требуется добавить. Перетащите модель ПО в правую область. Отпустите левую кнопку мыши в правой области. Убедитесь, что модель ПО добавлена в список применимости. Нажмите кнопку «Сохранить». Для удаления применимости: Нажмите на наименование профиля, из которого требуется удалить применимость, в списке профилей. Нажмите отмеченную кнопку (Рисунок 22) рядом с выпадающим списком. Дождитесь появления окна управления применимостью. Нажмите модель ПО, которую требуется удалить, в правой области. Нажмите отмеченную кнопку (Рисунок 23) в строке выбранной модели ПО. Нажмите кнопку «Сохранить». / Управление профилями - Активация профиля |   Текст секции: Профиль можно активировать, если в нем нет требований в статусе «Черновик». Сменить статус профиля на «Активный» можно двумя способами: через список профилей; через карточку профиля. Для смены статуса профиля на «Активный» через список профилей: Наведите курсор на профиль, статус которого требуется изменить. Нажмите кнопку «Активировать» в строке профиля. Подтвердите активацию профиля во всплывшем окне. Для смены статуса профиля на «Архивный» через карточку профиля: Нажмите кнопку «Активировать» в правом верхнем углу карточки профиля. Подтвердите активацию профиля во всплывшем окне. / Управление профилями - Архивация профиля |   Текст секции: Профиль можно архивировать, если он находится в статусе «Активный». Сменить статус профиля на «Архивный» можно двумя способами: через список профилей; через карточку профиля. Для смены статуса профиля на «Архивный» через список профилей: Наведите курсор на профиль, статус которого требуется изменить. Нажмите отмеченную кнопку (Рисунок 24) в строке профиля. Подтвердите архивацию профиля во всплывшем окне. Для смены статуса профиля на «Архивный» через карточку профиля: Нажмите отмеченную кнопку (Рисунок 25) в правом верхнем углу карточки профиля. Нажмите кнопку «Архивировать». Подтвердите архивацию профиля во всплывшем окне.",325
Работа в системе,Управление ресурсами,"[[{'path': 'data/extracted_images\\image_39.png', 'description': 'Рисунок 39. Информация о ресурсе'}]]","Название секции: Работа в системе / Управление ресурсами |  Текст секции: Ресурс – самостоятельно функционирующая в инфраструктуре конфигурационная единица. Ресурс обладает программной топологией – набором экземпляров ПО, которые установлены на данном ресурсе. Взаимодействие с ресурсом может осуществляться как по сети, так и без сетевого доступа. Система содержит следующую информацию о ресурсах (Рисунок 39): наименование ресурса; IP-адрес ресурса; список экземпляров ПО с указанием модели, данных об учетной записи, типе и номере порта при наличии. С ресурсами можно осуществлять следующие действия: добавлять; редактировать; управлять программной топологией; импортировать; экспортировать; удалять. Для удобства управления ресурсами в системе реализована древовидная иерархическая структура размещения разделов и ресурсов на произвольной глубине. Для управления ресурсами требуется выбрать пункт «Ресурсы» в меню на странице системы. / Управление ресурсами - Добавление раздела |   Текст секции: Разделы хранят другие разделы и сами ресурсы. Создание раздела осуществляется на странице «Ресурсы» двумя способами: через список ресурсов; через контекстное меню раздела. Для создания раздела через список ресурсов: Нажмите отмеченную кнопку (Рисунок 29) над списком ресурсов. Введите наименование раздела. Убедитесь, что раздел появился в списке ресурсов. Для создания раздела через контекстное меню другого раздела: Нажмите правой кнопкой мыши на раздел, в котором требуется создать раздел. Нажмите кнопку «Создать раздел» в контекстном меню. Введите наименование нового раздела. Убедитесь, что раздел появился в списке ресурсов. / Управление ресурсами - Переименование раздела |   Текст секции: Для переименования раздела: Нажмите правой кнопкой мыши на раздел, который требуется переименовать. Нажмите кнопку «Переименовать» в контекстном меню. Введите новое наименование раздела. Убедитесь, что раздел содержит новое наименование. / Управление ресурсами - Перемещение раздела |   Текст секции: Для перемещения раздела: Зажмите левую кнопку мыши на разделе, который требуется переместить. Перетащите раздел в ту часть списка ресурсов, куда требуется его переместить. Отпустите левую кнопку мыши. Убедитесь, что раздел перемещен. / Управление ресурсами - Удаление раздела |   Текст секции: Удаление раздела возможно только для пустого раздела. Для удаления одного раздела: Нажмите правой кнопкой мыши на раздел, который требуется удалить. Нажмите кнопку «Удалить» в контекстном меню. Подтвердите удаление во всплывшем окне. Убедитесь, что раздел был удален.",330
Работа в системе,Управление ресурсами,[],"Название секции: Работа в системе / Управление ресурсами - Создание online-ресурса |   Текст секции: Ресурс, работающий по сети, можно создать двумя способами: через список ресурсов; через контекстное меню раздела. Для создания online-ресурса через список ресурсов: Нажмите отмеченную кнопку «+» над списком ресурсов. Дождитесь всплытия окна создания ресурса. Введите наименование ресурса. Включите работу с ресурсом по сети переключателем «Работать с ресурсом по сети». Введите IP-адрес ресурса. Выберите шлюз автоматизации из перечня шлюзов. Нажмите кнопку «Сохранить». Для создания online-ресурса через контекстное меню раздела: Нажмите правой кнопкой мыши на раздел, в котором требуется создать ресурс. Нажмите кнопку «Создать ресурс» в контекстном меню. Дождитесь всплытия окна создания ресурса. Введите наименование ресурса. Включите работу с ресурсом по сети переключателем «Работать с ресурсом по сети». Введите IP-адрес ресурса. Выберите шлюз автоматизации из перечня шлюзов. Нажмите кнопку «Сохранить». / Управление ресурсами - Создание offline-ресурса |   Текст секции: Ресурс без сетевого доступа можно создать двумя способами: через список ресурсов; через контекстное меню раздела. Для создания offline-ресурса через список ресурсов: Нажмите отмеченную кнопку «+» над списком ресурсов. Дождитесь всплытия окна создания ресурса. Введите наименование ресурса. Отключите работу с ресурсом по сети переключателем «Работать с ресурсом по сети». Нажмите кнопку «Сохранить». Для создания offline-ресурса через контекстное меню раздела: Нажмите правой кнопкой мыши на раздел, в котором требуется создать ресурс. Нажмите кнопку «Создать ресурс» в контекстном меню. Дождитесь всплытия окна создания ресурса. Введите наименование ресурса. Отключите работу с ресурсом по сети переключателем «Работать с ресурсом по сети». Нажмите кнопку «Сохранить».",239
Работа в системе,Управление ресурсами,"[[{'path': 'data/extracted_images\\image_40.png', 'description': 'Рисунок 40. Редактирование ресурса'}], [{'path': 'data/extracted_images\\image_41.png', 'description': 'Рисунок 41. Редактирование программной топологии'}]]","Название секции: Работа в системе / Управление ресурсами - Переименование ресурса |   Текст секции: Для переименования ресурса: Нажмите правой кнопкой мыши на ресурс, который требуется переименовать. Нажмите кнопку «Переименовать» в контекстном меню. Введите новое наименование ресурса. / Управление ресурсами - Перемещение ресурса |   Текст секции: Для перемещения ресурса: Зажмите левую кнопку мыши на ресурсе, который требуется переместить. Перетащите ресурс в ту часть списка ресурсов, куда требуется его переместить. Отпустите левую кнопку мыши. / Управление ресурсами - Редактирование данных ресурса |   Текст секции: Для редактирования ресурса: Нажмите на ресурс, который требуется отредактировать, в списке ресурсов. Нажмите отмеченную кнопку (Рисунок 40) справа в строке с названием ресурса. Внесите необходимые изменения в поля ресурса. Нажмите кнопку «Сохранить». / Управление ресурсами - Редактирование программной топологии |   Текст секции: Программная топология ресурса – набор экземпляров ПО, которые установлены на ресурсе. Экземпляры ПО соответствуют конкретным моделям ПО из иерархии (см. п. 2.5). Для каждого экземпляра ПО в системе указано наименование. Если ресурс работает по сети, то у экземпляров также указаны (Рисунок 39): тип взаимодействия; номер порта; тип и данные учетной записи. Для редактирования программной топологии ресурса: Выберите ресурс, программную топологию которого требуется отредактировать, в списке ресурсов. Нажмите отмеченную кнопку (Рисунок 41). Дождитесь появления окна редактирования программной топологии. Внесите изменения в программную топологию. Для подробной информации о редактировании программной топологии см. п. 2.10.11, п. 2.10.12 и п. 2.10.14. / Управление ресурсами - Удаление ресурса |   Текст секции: Удаление ресурса осуществляется на странице «Ресурсы». Для удаления ресурса: Нажмите правой кнопкой мыши на ресурс, который требуется удалить, в списке ресурсов раздела. Нажмите кнопку «Удалить» в контекстном меню. Подтвердите удаление во всплывшем окне. Убедитесь, что ресурс исчез из списка ресурсов.",270
Работа в системе,Управление ресурсами,"[[{'path': 'data/extracted_images\\image_42.png', 'description': 'Рисунок 42. Редактирование экземпляра ПО'}]]","Название секции: Работа в системе / Управление ресурсами - Добавление экземпляра ПО |   Текст секции: Программная топология ресурса содержит экземпляры ПО уровней 1 и 2 в соответствии с иерархией моделей ПО. Добавление экземпляров ПО осуществляется в карточке ресурса на странице «Ресурсы». Для добавления экземпляров ПО в программную топологию: Выберите ресурс в списке ресурсов. Нажмите отмеченную кнопку (Рисунок 41) и дождитесь появления окна редактирования программной топологии. Добавьте экземпляр ПО уровня 1 (см. п. 2.10.11.1). Добавьте один или несколько экземпляров ПО уровня 2 (см. п. 2.10.11.2). Нажмите кнопку «Сохранить». Для добавления экземпляра ПО уровня 1: Выберите экземпляр ПО, который требуется добавить в программную топологию, в списке экземпляров ПО уровня 1. Зажмите левую кнопку мыши на экземпляре ПО уровня 1. Перетащите экземпляр ПО уровня 1 в правую область. Отпустите левую кнопку мыши в правой области. Убедитесь, что экземпляр ПО уровня 1 появился в правой области. Для редактирования параметров подключения экземпляра ПО уровня 1 см.  п. 2.10.12. Список экземпляров ПО уровня 2 формируется на основе добавленного экземпляра ПО уровня 1. В случае, если экземпляр ПО уровня 1 не задан, в списке экземпляров ПО 2 уровня будут доступны все модели ПО уровня 2 из иерархии. Для добавления экземпляра ПО уровня 2: Выберите экземпляр ПО, который требуется добавить в программную топологию, в списке экземпляров ПО уровня 2. Зажмите левую кнопку мыши на экземпляре ПО уровня 2. Перетащите экземпляр ПО уровня 2 в правую область. Отпустите левую кнопку мыши в правой области. Убедитесь, что экземпляр ПО уровня 2 появился в правой области. Для редактирования параметров подключения экземпляра ПО уровня 2 см.  п. 3.9.12. / Управление ресурсами - Редактирование экземпляра ПО |   Текст секции: В программной топологии ресурса экземплярам ПО любого уровня можно менять параметры подключения: указывать тип учетной записи, тип взаимодействия и номер порта. Редактирование параметров подключения экземпляров ПО осуществляется в карточке ресурса на странице «Ресурсы». Для редактирования экземпляра ПО: Выберите ресурс, экземпляр ПО которого требуется удалить, в списке ресурсов. Нажмите отмеченную кнопку (Рисунок 41) и дождитесь появления окна редактирования программной топологии. Нажмите на экземпляр ПО, который требуется отредактировать, в программной топологии ресурса. Дождитесь появления окна свойств экземпляра ПО (Рисунок 42). Выберите тип учетной записи. Если выбрана локальная УЗ, требуется ввести логин и пароль. Если выбрана глобальная УЗ, требуется выбрать ее из выпадающего списка. Выберите тип взаимодействия. Введите номер порта. Нажмите кнопку «Сохранить».",376
